country_code,year,compulsory_education_duration,education_expenditure_gdp_rate,literacy_rate,completion_rate,region,income_group,country_name,learning_outcome,gdppc,population,education_spent
SGP,2011,6.0,3.03077006340027,96.1860427856445,66.15682474772136,East Asia & Pacific,High income,Singapore,592.9807533333333,61672.0,5246.787,1869.1365135002145
SLB,2011,,8.12518978118896,76.5999984741211,,East Asia & Pacific,Lower middle income,Solomon Islands,,,,
SLE,2011,9.0,2.66890001296997,34.826789855957,20.463990211486852,Sub-Saharan Africa,Low income,Sierra Leone,,1479.0,5364.0,39.473031191825854
SLV,2011,9.0,3.89854001998901,85.4939880371094,34.2495724360148,Latin America & Caribbean,Lower middle income,El Salvador,361.8009125,7607.0,5984.029,296.561939320564
SMR,2011,10.0,2.70296001434326,,,Europe & Central Asia,High income,San Marino,,,,
SOM,2011,,1.27727997303009,5.40465021133423,,Sub-Saharan Africa,Low income,Somalia,,,,
SRB,2011,8.0,4.2383599281311,97.9624099731445,66.2238006591797,Europe & Central Asia,Upper middle income,Serbia,515.72177,12463.0,7310.555,528.226797842979
SSD,2011,8.0,0.962890028953552,26.8312797546387,35.483546257019036,Sub-Saharan Africa,Low income,South Sudan,,,,
STP,2011,6.0,8.89109992980957,69.5363922119141,15.79895472526551,Sub-Saharan Africa,Lower middle income,São Tomé and Principe,,3179.0,180.0,282.64806676864623
SUR,2011,6.0,,94.6757507324219,47.32831780115763,Latin America & Caribbean,Upper middle income,Suriname,,,,
SVK,2011,10.0,3.92466998100281,,99.8702392578125,Europe & Central Asia,High income,Slovak Republic,524.5527833333334,22483.0,5361.128417,882.3835518288616
SVN,2011,9.0,5.541259765625,99.6999969482422,72.55651855468751,Europe & Central Asia,High income,Slovenia,522.5050808333333,26004.0,2045.70128,1440.949189453125
SWE,2011,9.0,6.36691999435425,,72.32734616597493,Europe & Central Asia,High income,Sweden,511.6341883333334,42079.0,9449.395217,2679.1362644243245
SWZ,2011,7.0,6.86432981491089,83.0982894897461,28.3126993179321,Sub-Saharan Africa,Lower middle income,Eswatini,420.506855,7389.0,1024.153,507.2053300237656
SXM,2011,14.0,,,,Latin America & Caribbean,High income,Sint Maarten (Dutch part),,,,
SYC,2011,10.0,3.60644006729126,93.954231262207,57.16448211669922,Sub-Saharan Africa,High income,Seychelles,439.537845,21545.0,89.0,777.0075124979021
SYR,2011,9.0,5.13013982772827,80.8445205688477,35.93582073847454,Middle East & North Africa,Low income,Syrian Arab Republic,403.288955,5979.0,21064.66488,337.897598568911
TCA,2011,13.0,2.54099988937378,,24.5454502105713,Latin America & Caribbean,High income,Turks and Caicos Islands,,,,
TCD,2011,10.0,2.25789999961853,28.3814296722412,8.45991313457488,Sub-Saharan Africa,Low income,Chad,350.11517,1661.0,11982.99883,37.50371899366378
TGO,2011,10.0,4.3092999458313,60.4099388122559,24.350234985351598,Sub-Saharan Africa,Low income,Togo,322.86356,1227.0,6772.0,52.875110335350044
THA,2011,9.0,4.80555009841919,96.430908203125,37.133043607076,East Asia & Pacific,Upper middle income,Thailand,451.886985,13318.0,65912.39556,640.0031621074678
TJK,2011,9.0,3.93511009216309,99.45068359375,69.79994455973306,Europe & Central Asia,Lower middle income,Tajikistan,,3111.0,7626.718267,122.42127496719372
TKM,2011,10.0,,98.7783203125,66.63702551523843,Europe & Central Asia,Upper middle income,Turkmenistan,,16518.0,4996.871902,
TLS,2011,9.0,10.0756998062134,58.3089790344238,,East Asia & Pacific,Lower middle income,Timor-Leste,345.76816,,,
TON,2011,6.0,3.91376996040344,99.3855285644531,63.42161067326864,East Asia & Pacific,Upper middle income,Tonga,344.6788,,,
TTO,2011,6.0,4.29602003097534,98.6999969482422,44.374193191528306,Latin America & Caribbean,High income,Trinidad and Tobago,470.84995,29745.0,1227.320169,1277.8511582136148
TUN,2011,9.0,7.55436992645264,79.6539077758789,40.5071601867676,Middle East & North Africa,Lower middle income,Tunisia,392.06211,10437.0,10612.27405,788.4495892238622
TUR,2011,8.0,2.72806000709534,94.106086730957,49.65974680582684,Europe & Central Asia,Upper middle income,Turkey,466.81444999999997,17919.0,78351.78193,420.80840394368965
TUV,2011,8.0,3.73082995414734,,24.3174991607666,East Asia & Pacific,Upper middle income,Tuvalu,,,,
TZA,2011,7.0,3.55829000473022,67.8006973266602,18.593966682751986,Sub-Saharan Africa,Lower middle income,Tanzania,442.098025,2227.0,46343.53946,79.243118405342
UGA,2011,7.0,2.30882000923157,73.2118835449219,27.099010149637866,Sub-Saharan Africa,Low income,Uganda,226.63031,1890.0,33257.05645,43.63669817447668
UKR,2011,11.0,6.16237020492554,99.4304122924805,74.62249755859374,Europe & Central Asia,Lower middle income,Ukraine,490.08876,10333.0,45603.516,636.757713274956
URY,2011,14.0,4.35526990890503,98.3358993530273,49.9240385691325,Latin America & Caribbean,High income,Uruguay,444.9851366666667,17211.0,3335.222139,749.5855040216447
USA,2011,12.0,,,77.85499064127607,North America,High income,United States,531.9990616666666,49675.0,312215.4443,
UZB,2011,12.0,6.19585990905762,98.642578125,,Europe & Central Asia,Lower middle income,Uzbekistan,,7396.0,28128.4027,458.2457988739016
VCT,2011,12.0,5.08522987365723,95.6321563720703,9.60000038146973,Latin America & Caribbean,Upper middle income,St. Vincent and the Grenadines,,,,
VEN,2011,14.0,6.87468004226685,94.7702178955078,45.12078857421875,Latin America & Caribbean,Lower middle income,"Venezuela, RB",432.93695,17746.0,28365.97898,1185.3972848646897
VGB,2011,12.0,3.81699991226196,,55.5467796325684,Latin America & Caribbean,High income,British Virgin Islands,,,,
VIR,2011,,,,,Latin America & Caribbean,High income,Virgin Islands (U.S.),,,,
VNM,2011,9.0,4.81372022628784,93.5204467773438,35.84776854515078,East Asia & Pacific,Lower middle income,Vietnam,,4786.0,90582.49948,230.38465003013604
VUT,2011,,5.16051006317139,78.4000015258789,25.25,East Asia & Pacific,Lower middle income,Vanuatu,317.02841,,,
WSM,2011,8.0,5.14420986175537,98.973258972168,99.0246810913086,East Asia & Pacific,Lower middle income,Samoa,,,,
XKX,2011,,,,,Europe & Central Asia,Upper middle income,Kosovo,,,,
YEM,2011,9.0,5.15143013000488,54.0999984741211,,Middle East & North Africa,Low income,"Yemen, Rep.",254.70732,4088.0,25243.13355,234.3390202426337
ZAF,2011,9.0,5.88102006912231,93.1021423339844,52.78612041473391,Sub-Saharan Africa,Upper middle income,South Africa,381.36695000000003,11838.0,51417.76694,696.195155782699
ZMB,2011,7.0,3.79999995231628,83.0076675415039,11.011550247669236,Sub-Saharan Africa,Lower middle income,Zambia,229.37257,3205.0,14085.49707,121.78999847173678
ZWE,2011,7.0,1.54405999183655,83.5827102661133,37.579114039738975,Sub-Saharan Africa,Lower middle income,Zimbabwe,386.7596,1515.0,12906.97939,21.64550535946015
ABW,2012,13.0,6.54905986785889,96.822639465332,54.98847230275473,Latin America & Caribbean,High income,Aruba,,,,
AFG,2012,9.0,3.4620099067688,31.4488506317139,4.31551003456116,South Asia,Low income,Afghanistan,,1945.0,30420.0,62.039217529296906
AGO,2012,6.0,3.27847003936768,67.4054183959961,,Sub-Saharan Africa,Lower middle income,Angola,263.13571,8190.0,18201.55001,268.506696224213
ALB,2012,9.0,3.27592992782593,97.2469711303711,65.2076498667399,Europe & Central Asia,Upper middle income,Albania,415.91533333333336,9592.0,3008.275376,257.6898142642838
AND,2012,10.0,2.98706007003784,,61.7403507232666,Europe & Central Asia,High income,Andorra,,,,
ARE,2012,12.0,,90.0338516235352,51.70371691385903,Middle East & North Africa,High income,United Arab Emirates,458.5754533333333,68255.0,9130.686673,
ARG,2012,13.0,5.34582996368408,99.1052322387695,45.948209444681794,Latin America & Caribbean,Upper middle income,Argentina,417.15529666666663,19599.0,42216.68327,1047.7292145824429
ARM,2012,12.0,2.77248001098633,99.7444076538086,79.88365936279297,Europe & Central Asia,Upper middle income,Armenia,442.969465,9077.0,2934.422211,251.65801059722915
ASM,2012,,14.7170495986938,97.3441619873047,81.3000030517578,East Asia & Pacific,Upper middle income,American Samoa,,,,
ATG,2012,11.0,2.50888991355896,98.9499969482422,,Latin America & Caribbean,High income,Antigua and Barbuda,,,,
AUS,2012,10.0,4.86899995803833,,78.5439249674479,East Asia & Pacific,High income,Australia,524.34065,46999.0,22642.2346,2288.381290278435
AUT,2012,10.0,5.48040008544922,,18.0068302154541,Europe & Central Asia,High income,Austria,512.8589566666666,41565.0,8479.511897,2277.928295516968
AZE,2012,9.0,2.06763005256653,99.7757720947266,73.1244239807129,Europe & Central Asia,Upper middle income,Azerbaijan,454.3735733333333,16359.0,9116.945194,338.24360029935866
BDI,2012,,6.16786003112793,48.0840606689453,6.887359857559185,Sub-Saharan Africa,Low income,Burundi,323.32788,727.0,9748.0,44.84034242630005
BEL,2012,12.0,6.43199014663696,,67.73407046000163,Europe & Central Asia,High income,Belgium,521.6779066666667,37906.0,11109.08383,2452.517842912673
BEN,2012,6.0,3.56202006340027,32.9488182067871,8.239474773406961,Sub-Saharan Africa,Lower middle income,Benin,313.0061,1867.0,9805.0,66.50291458368304
BFA,2012,10.0,3.60315990447998,28.2936592102051,2.4568333079417535,Sub-Saharan Africa,Low income,Burkina Faso,339.52481,1388.0,16562.90504,50.01185947418212
BGD,2012,5.0,2.17549991607666,57.8607482910156,30.70845317840575,South Asia,Lower middle income,Bangladesh,,2914.0,157406.6406,63.39406755447388
BGR,2012,11.0,3.49359011650085,98.3524475097656,94.3036804199219,Europe & Central Asia,Upper middle income,Bulgaria,457.6153366666667,15204.0,7453.15694,531.1654413127893
BHR,2012,9.0,2.64530992507935,90.9774017333984,47.4877134958903,Middle East & North Africa,High income,Bahrain,436.77353000000005,36949.0,1311.857443,977.415564217569
BHS,2012,12.0,2.23284006118774,,69.03637822469076,Latin America & Caribbean,High income,"Bahamas, The",,,,
BIH,2012,9.0,,98.1420364379883,47.01007525126138,Europe & Central Asia,Upper middle income,Bosnia and Herzegovina,460.80422999999996,8873.0,3977.016711,
BLR,2012,9.0,4.95964002609253,99.617057800293,80.43235651652019,Europe & Central Asia,Upper middle income,Belarus,,18251.0,9644.102992,905.1839011621477
BLZ,2012,8.0,6.71975994110107,76.9029769897461,63.14890352884927,Latin America & Caribbean,Lower middle income,Belize,326.82858,,,
BMU,2012,13.0,2.30668997764587,,37.3648910522461,North America,High income,Bermuda,,,,
BOL,2012,14.0,,94.4605712890625,44.844689051310205,Latin America & Caribbean,Lower middle income,Bolivia,,5511.0,10290.003,
BRA,2012,8.0,5.85510015487671,91.3378524780273,48.113676071167,Latin America & Caribbean,Upper middle income,Brazil,422.43189333333333,14985.0,201670.0506,877.386758208275
BRB,2012,11.0,5.26274013519287,99.5999984741211,82.2382621765137,Latin America & Caribbean,High income,Barbados,,11860.0,288.0,624.1609800338745
BRN,2012,9.0,2.88959002494812,96.085563659668,61.08534812927246,East Asia & Pacific,High income,Brunei Darussalam,,,,
BTN,2012,,4.76523017883301,55.3175582885742,11.524979591369622,South Asia,Lower middle income,Bhutan,,,,
BWA,2012,,9.63292026519775,81.1887130737305,4.14686489105225,Sub-Saharan Africa,Upper middle income,Botswana,401.20534499999997,13743.0,2056.812969,1107.2807283236355
CAF,2012,10.0,1.10792005062103,36.7526092529297,9.44592952728271,Sub-Saharan Africa,Low income,Central African Republic,,916.0,5057.0,10.070993260145164
CAN,2012,10.0,5.26205015182495,,47.6745681762695,North America,High income,Canada,533.4969266666667,42445.0,34863.96747,2220.4273025655743
CHE,2012,11.0,4.85834980010986,,64.2981052398682,Europe & Central Asia,High income,Switzerland,529.81959,58674.0,8141.075594,2850.5881617164587
CHI,2012,,,,,Europe & Central Asia,High income,Channel Islands,,,,
CHL,2012,12.0,4.04518985748291,96.703010559082,56.29267692565917,Latin America & Caribbean,High income,Chile,454.01415,20531.0,17373.44337,797.1046614170075
CHN,2012,9.0,4.07742977142334,95.1244812011719,37.0674810409546,East Asia & Pacific,Upper middle income,China,593.5610533333333,10680.0,1344393.917,435.4694995880127
CIV,2012,10.0,4.65410995483398,40.9816284179688,49.6106414794922,Sub-Saharan Africa,Lower middle income,Côte d'Ivoire,338.41345,2636.0,23880.8527,122.68233840942372
CMR,2012,6.0,2.6971800327301,71.2905120849609,24.660673220952344,Sub-Saharan Africa,Lower middle income,Cameroon,414.79944,2541.0,22181.07395,68.53534463167185
COD,2012,6.0,1.5249799489975,75.0171890258789,8.70283973217011,Sub-Saharan Africa,Low income,"Congo, Dem. Rep.",248.42525,710.0,77792.17827,9.716101699087876
COG,2012,10.0,5.6867299079895,79.3111724853516,23.94841957092285,Sub-Saharan Africa,Lower middle income,"Congo, Rep.",342.49246,5949.0,4580.957366,326.3138314901875
COL,2012,10.0,4.37038993835449,93.5805282592773,45.68594551086424,Latin America & Caribbean,Upper middle income,Colombia,413.9877933333334,12123.0,44987.63294,529.8223722267148
COM,2012,6.0,2.74783992767334,49.1961402893066,,Sub-Saharan Africa,Lower middle income,Comoros,326.36484,1509.0,737.0,41.4649045085907
CPV,2012,10.0,5.04361009597778,85.3277893066406,,Sub-Saharan Africa,Lower middle income,Cabo Verde,,6273.0,524.0,317.4952555418012
CRI,2012,13.0,6.58239984512329,97.4065780639648,50.67807133992514,Latin America & Caribbean,Upper middle income,Costa Rica,444.4864,12792.0,4642.333458,842.0205881881712
CUB,2012,9.0,12.8373098373413,99.7525329589844,62.4751640955607,Latin America & Caribbean,Upper middle income,Cuba,524.26944,7138.0,11262.0,844.4627090128607
CUW,2012,14.0,,,,Latin America & Caribbean,High income,Curaçao,,,,
CYM,2012,12.0,,98.8678207397461,75.96571731567381,Latin America & Caribbean,High income,Cayman Islands,,,,
CYP,2012,10.0,6.53853988647461,98.6784286499023,68.94901657104494,Europe & Central Asia,High income,Cyprus,458.550305,26011.0,1015.08838,1783.1905978393559
CZE,2012,9.0,4.22070980072021,,72.3438491821289,Europe & Central Asia,High income,Czech Republic,512.66448,26474.0,10486.53514,1117.3907126426684
DEU,2012,13.0,4.95658016204834,,74.11684290568033,Europe & Central Asia,High income,Germany,526.58092,43320.0,81635.23184,2147.1905261993406
DJI,2012,10.0,4.49022006988525,,,Middle East & North Africa,Lower middle income,Djibouti,,2654.0,774.0,114.22550946905223
DMA,2012,12.0,4.02858018875122,,40.35130675633747,Latin America & Caribbean,Upper middle income,Dominica,,8823.0,73.0,224.95687654195302
DNK,2012,10.0,7.23782014846802,,65.96376609802245,Europe & Central Asia,High income,Denmark,511.2526766666667,43510.0,5591.588315,3149.1755465984356
DOM,2012,15.0,2.49751996994019,90.1551818847656,43.25544929504394,Latin America & Caribbean,Upper middle income,Dominican Republic,357.09944666666667,11848.0,9742.218657,295.9061660385137
DZA,2012,10.0,4.33701992034912,75.1360473632813,39.90262826283773,Middle East & North Africa,Lower middle income,Algeria,381.568915,13379.0,37216.78517,497.6731399485396
ECU,2012,15.0,4.64307022094727,92.0647277832031,45.38278579711913,Latin America & Caribbean,Upper middle income,Ecuador,382.271805,10398.0,15223.68,482.7864415740971
EGY,2012,9.0,3.36829996109009,73.865592956543,35.66621303558347,Middle East & North Africa,Lower middle income,"Egypt, Arab Rep.",399.39968999999996,10767.0,87839.54955,362.66485681057
ERI,2012,8.0,2.12700009346008,64.662971496582,,Sub-Saharan Africa,Low income,Eritrea,,,,
ESP,2012,10.0,4.4693398475647,97.8945388793945,61.97934659322104,Europe & Central Asia,High income,Spain,503.1435133333334,30699.0,47354.83671,1372.0426398038874
EST,2012,9.0,4.68269014358521,99.8857879638672,36.044059753418,Europe & Central Asia,High income,Estonia,536.5558466666666,23026.0,1292.608851,1078.2362324619305
ETH,2012,8.0,5.56678009033203,38.995979309082,12.745200196901969,Sub-Saharan Africa,Low income,Ethiopia,323.84241,1287.0,90066.03738,71.64445976257323
FIN,2012,9.0,7.14803981781006,,33.0676803588867,Europe & Central Asia,High income,Finland,539.74166,37704.0,5413.971043,2695.096932907105
FJI,2012,,4.72265005111694,,51.80235258738201,East Asia & Pacific,Upper middle income,Fiji,,,,
FRA,2012,10.0,5.68792009353638,,68.29678090413414,Europe & Central Asia,High income,France,512.9723033333333,36571.0,65500.07072,1781.6316247243929
FRO,2012,9.0,,,,Europe & Central Asia,High income,Faroe Islands,,,,
FSM,2012,,6.70687007904053,,,East Asia & Pacific,Lower middle income,"Micronesia, Fed. Sts.",,,,
GAB,2012,10.0,3.01340007781982,82.2837982177734,,Sub-Saharan Africa,Upper middle income,Gabon,443.16043,16932.0,1713.946436,510.228901176452
GBR,2012,11.0,5.5809497833252,,68.37933921813965,Europe & Central Asia,High income,United Kingdom,514.9474700000001,35185.0,63973.63286,1951.7139487266554
GEO,2012,9.0,1.90610003471375,99.6523513793945,74.63447952270509,Europe & Central Asia,Upper middle income,Georgia,444.88895833333333,9491.0,4945.75191,180.907954294682
GHA,2012,11.0,7.91913986206055,71.4970703125,40.70629541079206,Sub-Saharan Africa,Lower middle income,Ghana,318.41179,3508.0,24438.34412,277.8034263610841
GIB,2012,10.0,,,,Europe & Central Asia,High income,Gibraltar,,,,
GIN,2012,6.0,1.83370995521545,25.3077392578125,11.68274974823,Sub-Saharan Africa,Low income,Guinea,360.38644,1397.0,10083.976,25.61692807435984
GMB,2012,9.0,2.63756990432739,36.8177299499512,4.0512900352478,Sub-Saharan Africa,Low income,"Gambia, The",284.71454,1725.0,1840.0,45.49808084964748
GNB,2012,9.0,2.00106000900269,41.3577690124512,,Sub-Saharan Africa,Low income,Guinea-Bissau,,1361.0,1587.244,27.23442672252661
GNQ,2012,6.0,2.18797993659973,94.3705368041992,,Sub-Saharan Africa,Upper middle income,Equatorial Guinea,,46255.0,686.0,212.50156065318234
GRC,2012,10.0,3.96395993232727,97.3687362670898,58.8545996348063,Europe & Central Asia,High income,Greece,481.46325666666667,22693.0,10972.23293,1034.2575650214733
GRD,2012,12.0,3.92673993110657,98.5999984741211,10.003589630127,Latin America & Caribbean,Upper middle income,Grenada,,,,
GRL,2012,,,,12.989990234375,Europe & Central Asia,High income,Greenland,,,,
GTM,2012,16.0,3.00524997711182,78.2648620605469,23.37154046694437,Latin America & Caribbean,Upper middle income,Guatemala,381.5069,6714.0,15403.29856,201.7724834632876
GUM,2012,0.0,,99.3691482543945,86.1523666381836,East Asia & Pacific,High income,Guam,,,,
GUY,2012,6.0,2.24131989479065,84.994010925293,32.96383888522783,Latin America & Caribbean,Upper middle income,Guyana,300.20459,,,
HKG,2012,9.0,3.50960993766785,,62.74009704589844,East Asia & Pacific,High income,"Hong Kong SAR, China",562.3009033333333,44904.0,7040.972551,1575.9552464103713
HND,2012,12.0,6.09999990463257,85.3555526733398,29.10883728663126,Latin America & Caribbean,Lower middle income,Honduras,389.74007166666667,4518.0,8287.669,269.68099578380594
HRV,2012,8.0,4.13794994354248,99.125358581543,68.16138013203941,Europe & Central Asia,High income,Croatia,496.5315233333333,19441.0,4028.664921,819.8520223140715
HTI,2012,6.0,1.07398998737335,48.6850204467773,10.0275402069092,Latin America & Caribbean,Lower middle income,Haiti,270.81223,1674.0,9793.0,17.49227683446738
HUN,2012,13.0,4.15342998504639,98.8582916259766,59.64790439605715,Europe & Central Asia,High income,Hungary,500.4810766666667,20631.0,9918.343765,856.8941402149208
IDN,2012,9.0,3.40748000144959,92.8119125366211,42.266831398010254,East Asia & Pacific,Lower middle income,Indonesia,406.33044666666666,9285.0,245528.9567,316.3845181345944
IMN,2012,,,,,Europe & Central Asia,High income,Isle of Man,,,,
IND,2012,8.0,3.8675000667572,69.3025588989258,32.96110057830811,South Asia,Lower middle income,India,367.64970999999997,4932.0,1206283.014,190.7451032924651
IRL,2012,10.0,5.76611995697021,,57.6366014480591,Europe & Central Asia,High income,Ireland,527.4662466666667,48333.0,4591.975913,2786.9387588024115
IRN,2012,8.0,3.16859006881714,83.6259918212891,42.25258350372315,Middle East & North Africa,Lower middle income,"Iran, Islamic Rep.",445.83598666666666,16745.0,75945.28915,530.5804070234301
IRQ,2012,6.0,3.55150008201599,77.1999969482422,,Middle East & North Africa,Upper middle income,Iraq,331.21573,12652.0,33200.07432,145.54047336101527
ISL,2012,10.0,7.58223009109497,,62.3840837478638,Europe & Central Asia,High income,Iceland,498.67895666666664,36990.0,320.5819622,2804.666910696029
ISR,2012,13.0,5.69996976852417,91.7514114379883,75.39465204874676,Middle East & North Africa,High income,Israel,489.41821333333337,29517.0,7679.680372,1682.4600765752793
ITA,2012,12.0,4.05601978302002,98.8482818603516,60.94087600708007,Europe & Central Asia,High income,Italy,503.2213133333333,34068.0,59564.53937,1381.8048196792606
JAM,2012,6.0,6.11246013641357,79.9201202392578,79.98177528381345,Latin America & Caribbean,Upper middle income,Jamaica,,7053.0,2686.165049,431.1118134212491
JOR,2012,10.0,3.5,97.8903198242188,58.480830510457366,Middle East & North Africa,Upper middle income,Jordan,393.4509016666667,11523.0,7400.646936,403.305
JPN,2012,9.0,3.43330001831055,,66.95836448669435,East Asia & Pacific,High income,Japan,550.1812933333334,35580.0,127140.9601,1112.200906593114
KAZ,2012,9.0,3.9016900062561,99.7816314697266,82.63240432739256,Europe & Central Asia,Upper middle income,Kazakhstan,434.78995000000003,22089.0,17128.33306,861.8443054819099
KEN,2012,8.0,5.50903987884521,72.1570281982422,40.0301399230957,Sub-Saharan Africa,Lower middle income,Kenya,317.78769,2765.0,44476.96329,152.32495265007006
KGZ,2012,9.0,7.38423013687134,99.2434310913086,70.42919921875004,Europe & Central Asia,Lower middle income,Kyrgyz Republic,350.5167466666667,4104.0,5373.196608,303.04880481719977
KHM,2012,,1.56089997291565,76.1379623413086,25.56875514984135,East Asia & Pacific,Lower middle income,Cambodia,491.94803,2634.0,14916.03163,41.114105286598225
KIR,2012,,13.3843803405762,,10.5359601974487,East Asia & Pacific,Lower middle income,Kiribati,,,,
KNA,2012,12.0,4.1938099861145,,31.6161594390869,Latin America & Caribbean,High income,St. Kitts and Nevis,,,,
KOR,2012,9.0,3.3692901134491,97.9659423828125,70.84222920735677,East Asia & Pacific,High income,"Korea, Rep.",552.1618233333334,32791.0,50200.0,725.7684261402617
KWT,2012,9.0,3.75997996330261,95.5131683349609,45.671510060628265,Middle East & North Africa,High income,Kuwait,369.32141,78801.0,3423.437852,2577.3212386567748
LAO,2012,5.0,1.82147002220154,58.2879409790039,,East Asia & Pacific,Lower middle income,Lao PDR,339.77338,4670.0,6586.0,85.06265003681192
LBN,2012,9.0,2.14808988571167,91.1841888427734,49.3635231653849,Middle East & North Africa,Upper middle income,Lebanon,427.671875,16315.0,6222.404122,350.46086485385894
LBR,2012,6.0,1.77711999416351,42.9410781860352,9.699580192565914,Sub-Saharan Africa,Low income,Liberia,294.57816,853.0,4141.0,15.15883355021474
LBY,2012,9.0,2.26416993141174,86.0999984741211,20.6499996185303,Middle East & North Africa,Upper middle income,Libya,,29766.0,5848.663984,205.22588636952398
LCA,2012,10.0,3.27298998832703,,26.737570524215712,Latin America & Caribbean,Upper middle income,St. Lucia,,10067.0,162.0,329.49190212488213
LIE,2012,9.0,2.55604004859924,,96.6719207763672,Europe & Central Asia,High income,Liechtenstein,535.9079566666666,,,
LKA,2012,9.0,1.49617004394531,91.1813583374023,44.066896915435805,South Asia,Lower middle income,Sri Lanka,400.0,9678.0,20466.34501,144.7993368530271
LSO,2012,7.0,7.66605997085571,75.8002014160156,21.229185779889452,Sub-Saharan Africa,Lower middle income,Lesotho,341.76344,2456.0,1930.0,188.27843288421624
LTU,2012,10.0,4.75802993774414,99.8155975341797,73.15042622884114,Europe & Central Asia,High income,Lithuania,497.70702,21303.0,2985.347449,1013.6031176376341
LUX,2012,12.0,4.09041023254395,,36.7633895874023,Europe & Central Asia,High income,Luxembourg,503.28631666666666,52562.0,532.49775,2150.001426429751
LVA,2012,11.0,6.54672002792358,99.8958969116211,75.28178024291994,Europe & Central Asia,High income,Latvia,506.9512133333333,19405.0,2034.654724,1270.3910214185707
MAC,2012,10.0,3.32516002655029,95.6400375366211,57.822521209716804,East Asia & Pacific,High income,"Macao SAR, China",533.5018433333333,,,
MAF,2012,,,,,Latin America & Caribbean,High income,St. Martin (French part),,,,
MAR,2012,9.0,5.26064014434814,69.4253921508789,5.0,Middle East & North Africa,Lower middle income,Morocco,333.8006175,7365.0,33217.38995,354.64396685709255
MCO,2012,11.0,1.78004002571106,,57.1057586669922,Europe & Central Asia,High income,Monaco,,,,
MDA,2012,9.0,6.98338985443115,96.6538009643555,70.98820050557454,Europe & Central Asia,Upper middle income,Moldova,419.3363133333333,4905.0,3673.563818,342.53527235984785
MDG,2012,5.0,2.34067010879517,71.5726165771484,,Sub-Saharan Africa,Low income,Madagascar,336.71716,1351.0,22005.222,31.622453169822748
MDV,2012,7.0,3.34085988998413,98.3979034423828,18.84864934285483,South Asia,Upper middle income,Maldives,,,,
MEX,2012,14.0,5.10309982299805,94.228401184082,50.50231806437177,Latin America & Caribbean,Upper middle income,Mexico,436.59998333333334,15639.0,114161.6335,798.0737813186652
MHL,2012,9.0,11.8198003768921,98.2650833129883,94.24536895751955,East Asia & Pacific,Upper middle income,Marshall Islands,,,,
MKD,2012,13.0,3.30014991760254,96.1289291381836,63.1988296508789,Europe & Central Asia,Upper middle income,North Macedonia,416.81973,11242.0,2089.228,262.8265069545022
MLI,2012,9.0,3.47949004173279,30.6186695098877,13.62420988082885,Sub-Saharan Africa,Low income,Mali,238.28223,1448.0,14040.31113,50.3830158042908
MLT,2012,11.0,6.34545993804932,93.3073577880859,61.830140113830566,Middle East & North Africa,High income,Malta,472.8419066666667,24301.0,422.3065704,1542.0102195453653
MMR,2012,5.0,1.60000002384186,89.9417572021484,9.25,East Asia & Pacific,Lower middle income,Myanmar,,4124.0,51368.8763,65.9840009832383
MNE,2012,9.0,,98.4422073364258,68.8278363545736,Europe & Central Asia,Upper middle income,Montenegro,433.6195566666667,15421.0,622.079,
MNG,2012,12.0,5.19520998001099,98.2570037841797,90.1040153503418,East Asia & Pacific,Lower middle income,Mongolia,434.6186975,10493.0,2870.0,545.1333832025532
MNP,2012,,,,,East Asia & Pacific,High income,Northern Mariana Islands,,,,
MOZ,2012,,5.67216014862061,50.5838088989258,11.942513068517064,Sub-Saharan Africa,Low income,Mozambique,349.93547,967.0,22149.88763,54.8497886371613
MRT,2012,9.0,2.15821003913879,45.5037803649902,5.09999990463257,Sub-Saharan Africa,Lower middle income,Mauritania,278.09769,3213.0,3359.0,69.34328855752932
MUS,2012,11.0,3.41820001602173,91.7660064697266,42.167975743611656,Sub-Saharan Africa,Upper middle income,Mauritius,433.64528666666666,16893.0,1313.095,577.4365287065508
MWI,2012,8.0,4.1526198387146,61.3097190856934,9.620100369056056,Sub-Saharan Africa,Low income,Malawi,275.18658,1085.0,16556.94551,45.76187062263489
MYS,2012,6.0,5.73902988433838,93.1178894042969,79.716796875,East Asia & Pacific,Upper middle income,Malaysia,431.6703866666667,20134.0,28568.14813,1155.4962769126894
NAM,2012,7.0,7.79339981079102,88.2746276855469,26.948700428009044,Sub-Saharan Africa,Upper middle income,Namibia,353.75636499999996,8483.0,2267.823394,661.1141059494023
NCL,2012,0.0,,96.1379165649414,,East Asia & Pacific,High income,New Caledonia,,,,
NER,2012,,3.1868200302124,30.5603904724121,7.979933301607759,Sub-Saharan Africa,Low income,Niger,299.91278,864.0,16901.82153,27.534125061035137
NGA,2012,9.0,3.0636899471283,51.0776596069336,42.098573684692404,Sub-Saharan Africa,Lower middle income,Nigeria,261.82867,5223.0,174162.197,62.836280815601434
NIC,2012,7.0,4.48422002792358,78.0029830932617,,Latin America & Caribbean,Lower middle income,Nicaragua,497.00742,4376.0,5728.0,175.64536937473713
NLD,2012,13.0,5.4102201461792,,72.51405906677248,Europe & Central Asia,High income,Netherlands,530.05776,43957.0,16754.96206,2378.170469655991
NOR,2012,10.0,7.37470006942749,,65.91628074645995,Europe & Central Asia,High income,Norway,509.46797,81759.0,5019.203153,6029.481029763222
